Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering,subject
Recycling,Recycling,,17,26,43,17,26,43,7,0.321033,0.343451,3544.735046,7,1,6,0.099573,7
Screw,Screw,,5,19,24,5,19,24,6,0.332923,0.354839,3824.973506,7,1,6,0.136364,8
Strontium,Strontium,,17,39,56,17,39,56,7,0.326567,0.351061,3094.754568,7,1,6,0.191489,12
Tantalum,Tantalum,,10,45,55,10,45,55,7,0.327094,0.353458,2809.584261,7,1,6,0.166667,12
Water_purification,Water_purification,,10,25,35,10,25,35,7,0.301077,0.320203,2041.089172,7,1,6,0.136782,4
Copper%28I%29_chloride,Copper%28I%29_chloride,,3,6,9,3,6,9,7,0.278052,0.292386,35.759872,7,1,6,0.464286,12
Dysprosium,Dysprosium,,9,24,33,9,24,33,7,0.305708,0.326467,599.599535,7,1,6,0.266154,12
Ytterbium,Ytterbium,,10,24,34,10,24,34,7,0.305939,0.326023,573.789817,7,1,6,0.193122,12
B_vitamins,B_vitamins,,4,11,15,4,11,15,8,0.274215,0.288225,1293.684518,11,1,6,0.17033,12
Pneumonia,Pneumonia,,51,26,77,51,26,77,7,0.330319,0.351865,19274.197061,11,1,6,0.045674,12
Vitamin_C,Vitamin_C,,37,31,68,37,31,68,7,0.334599,0.358424,9920.717527,11,1,6,0.072951,12
Amaranth_oil,Amaranth_oil,,1,2,3,1,2,3,8,0.230669,0.238762,1.316505,11,1,6,0,12
Lipid,Lipid,,17,5,22,17,5,22,7,0.27678,0.290388,1509.558973,11,1,6,0.066667,12
Amarillo%2C_Texas,Amarillo%2C_Texas,,5,44,49,5,44,49,7,0.332077,0.356498,10739.337569,3,1,6,0.069843,5
Auto_racing,Auto_racing,,13,15,28,13,15,28,7,0.323776,0.34502,3054.395393,3,1,6,0.202899,4
Bison,Bison,,10,11,21,10,11,21,7,0.300586,0.318233,1998.048718,2,1,6,0.19281,12
Grover_Cleveland,Grover_Cleveland,,16,31,47,16,31,47,7,0.326435,0.349499,2278.399783,3,1,6,0.139103,11
Las_Vegas%2C_Nevada,Las_Vegas%2C_Nevada,,25,35,60,25,35,60,7,0.328765,0.352855,6015.759352,3,1,6,0.092256,5
Medal_of_Honor,Medal_of_Honor,,13,36,49,13,36,49,7,0.338087,0.363976,6184.102007,3,1,6,0.143961,0
Space_Shuttle_Columbia,Space_Shuttle_Columbia,,11,23,34,11,23,34,7,0.326698,0.348081,24567.836131,3,1,6,0.134921,12
Summer,Summer,,50,16,66,50,16,66,7,0.316546,0.335192,4738.510554,2,1,6,0.060452,4
Tornado,Tornado,,37,35,72,37,35,72,6,0.345227,0.371485,6821.557536,7,1,6,0.15024,5
U.S._Route_66,U.S._Route_66,,2,14,16,2,14,16,7,0.310152,0.32963,4647.78138,3,1,6,0.21978,8
Amazon_Basin,Amazon_Basin,,12,12,24,12,12,24,7,0.304904,0.323445,252.398797,6,1,6,0.228947,5
City,City,,69,71,140,69,71,140,6,0.361062,0.392625,24733.622646,1,1,6,0.08074,5
Fishing,Fishing,,84,47,131,84,47,131,6,0.346377,0.372554,44489.757395,2,1,6,0.032129,4
Amazon_Rainforest,Amazon_Rainforest,,16,29,45,16,29,45,7,0.327887,0.351413,2549.455934,6,1,6,0.140854,5
French_Guiana,French_Guiana,,31,17,48,31,17,48,7,0.315658,0.33631,602.386501,5,1,6,0.266463,9
Anaconda,Anaconda,,4,26,30,4,26,30,7,0.316546,0.338483,3405.129092,6,1,6,0.21164,12
Quito,Quito,,9,27,36,9,27,36,7,0.31954,0.341102,1509.005128,6,1,6,0.170968,5
Amazon_parrot,Amazon_parrot,,1,7,8,1,7,8,8,0.288561,0.303235,2.601653,2,1,6,0.428571,12
Amber,Amber,,17,55,72,17,55,72,7,0.353167,0.380692,10145.731793,7,1,6,0.0974,5
Brighton,Brighton,,20,24,44,20,24,44,6,0.33265,0.357133,7474.894658,0,1,6,0.128846,5
Great_Yarmouth,Great_Yarmouth,,11,23,34,11,23,34,7,0.319893,0.343155,1667.549591,0,1,6,0.099798,5
Marseille,Marseille,,34,42,76,34,42,76,7,0.332377,0.359635,10070.72727,1,1,6,0.115114,5
Amda_Seyon_I,Amda_Seyon_I,,0,16,16,0,16,16,7,0.306038,0.325994,0,1,1,42,0.1375,11
Coin,Coin,,29,21,50,29,21,50,7,0.331616,0.354003,5302.840815,7,1,6,0.150055,10
Atlanta%2C_Georgia,Atlanta%2C_Georgia,,50,64,114,50,64,114,6,0.348312,0.37731,13877.510776,3,1,6,0.097651,5
Fourteenth_Amendment_to_the_United_States_Constitution,Fourteenth_Amendment_to_the_United_States_Constitution,,16,14,30,16,14,30,7,0.306773,0.326125,5303.635572,3,1,6,0.192029,0
Ku_Klux_Klan,Ku_Klux_Klan,,19,24,43,19,24,43,7,0.322411,0.34496,1603.845053,3,1,6,0.136977,7
Liverpool,Liverpool,,56,39,95,56,39,95,7,0.333416,0.359869,11668.095498,0,1,6,0.081636,5
Nashville%2C_Tennessee,Nashville%2C_Tennessee,,23,45,68,23,45,68,6,0.338878,0.365865,5064.390073,3,1,6,0.108757,5
Rhode_Island,Rhode_Island,,33,10,43,33,10,43,7,0.302944,0.321955,1811.776963,3,1,6,0.085976,5
Winfield_Scott_Hancock,Winfield_Scott_Hancock,,4,9,13,4,9,13,7,0.284033,0.298606,167.134771,3,1,6,0.318182,11
American_English,American_English,,29,30,59,29,30,59,6,0.324476,0.347435,11474.938495,3,1,6,0.079545,3
American_football,American_football,,66,15,81,66,15,81,7,0.32254,0.344029,4762.771884,3,1,6,0.076036,4
Automated_teller_machine,Automated_teller_machine,,6,28,34,6,28,34,7,0.329996,0.352843,4927.061686,13,1,6,0.082888,8
Autumn,Autumn,,31,24,55,31,24,55,7,0.327147,0.348854,3209.466291,2,1,6,0.100177,5
Baseball,Baseball,,65,26,91,65,26,91,7,0.32484,0.346882,20635.837801,3,1,6,0.0861,4
Canadian_English,Canadian_English,,5,9,14,5,9,14,7,0.287416,0.30308,814.517665,3,1,6,0.344444,3
Necktie,Necktie,,3,14,17,3,14,17,7,0.317936,0.339714,326.695501,0,1,6,0.179167,4
British_House_of_Commons,British_House_of_Commons,,88,34,122,88,34,122,7,0.320804,0.344822,13643.436922,0,1,6,0.083199,7
France_in_the_American_Revolutionary_War,France_in_the_American_Revolutionary_War,,2,25,27,2,25,27,6,0.330023,0.353474,57.871789,3,1,6,0.184615,0
American_Samoa,American_Samoa,,21,18,39,21,18,39,7,0.321874,0.343901,1697.18987,5,1,6,0.148841,5
Cook_Islands,Cook_Islands,,20,19,39,20,19,39,7,0.323157,0.344444,586.594054,5,1,6,0.204991,5
Samoa,Samoa,,29,25,54,29,25,54,7,0.330238,0.35383,2077.247285,5,1,6,0.142432,5
Tokelau,Tokelau,,12,23,35,12,23,35,7,0.326251,0.347786,961.370136,5,1,6,0.170968,5
Wallis_and_Futuna,Wallis_and_Futuna,,11,27,38,11,27,38,7,0.327041,0.350662,459.473329,5,1,6,0.190691,5
Canadian_football,Canadian_football,,9,5,14,9,5,14,7,0.27695,0.290974,149.981649,3,1,6,0.354545,4
Football,Football,,33,61,94,33,61,94,6,0.356239,0.386869,16260.011175,0,1,6,0.11026,4
Rugby_football,Rugby_football,,19,8,27,19,8,27,7,0.301233,0.31815,1059.149241,0,1,6,0.162338,4
American_popular_music,American_popular_music,,7,41,48,7,41,48,7,0.319187,0.341924,31403.303618,4,1,6,0.132664,2
Bruce_Springsteen,Bruce_Springsteen,,5,27,32,5,27,32,6,0.328365,0.351727,227.248488,4,1,6,0.183871,11
Classic_female_blues,Classic_female_blues,,2,1,3,2,1,3,8,0.237493,0.24602,0.191031,4,1,6,0.5,2
Double_bass,Double_bass,,12,25,37,12,25,37,7,0.298088,0.31579,1859.739843,4,1,6,0.123886,2
Elvis_Presley,Elvis_Presley,,29,49,78,29,49,78,7,0.34697,0.374632,17600.31303,4,1,6,0.095573,11
Henry_Rollins,Henry_Rollins,,1,2,3,1,2,3,7,0.290422,0.306301,0.483398,3,1,6,0.666667,11
Louis_Jordan,Louis_Jordan,,6,17,23,6,17,23,7,0.30923,0.329131,668.85111,4,1,6,0.233333,11
Marvin_Gaye,Marvin_Gaye,,6,17,23,6,17,23,7,0.317861,0.338031,533.549858,4,1,6,0.199134,11
Minstrel_show,Minstrel_show,,5,13,18,5,13,18,7,0.309442,0.328516,618.826077,4,1,6,0.173203,4
Music_of_Hawaii,Music_of_Hawaii,,2,16,18,2,16,18,7,0.300141,0.31809,4608.589394,4,1,6,0.1625,2
Music_of_Spain,Music_of_Spain,,6,39,45,6,39,45,7,0.326435,0.352225,757.408956,4,1,6,0.154545,2
Music_of_the_United_States,Music_of_the_United_States,,7,57,64,7,57,64,7,0.332459,0.359495,30137.738685,4,1,6,0.10589,2
Phonograph_cylinder,Phonograph_cylinder,,2,6,8,2,6,8,7,0.283457,0.297844,154.550371,4,1,6,0.035714,8
Porgy_and_Bess,Porgy_and_Bess,,3,22,25,3,22,25,7,0.319363,0.340843,2052.159867,4,1,6,0.152174,3
Ragtime,Ragtime,,9,5,14,9,5,14,7,0.294729,0.311602,780.136949,4,1,6,0.224359,2
Rhythm_and_blues,Rhythm_and_blues,,32,10,42,32,10,42,7,0.306448,0.325039,1673.154007,4,1,6,0.137269,2
Salsa_music,Salsa_music,,10,26,36,10,26,36,7,0.319338,0.342554,1039.552869,6,1,6,0.251008,2
Ukulele,Ukulele,,6,14,20,6,14,20,7,0.314264,0.333734,262.986465,4,1,6,0.154971,2
Van_Halen,Van_Halen,,4,8,12,4,8,12,7,0.301996,0.319019,425.818263,4,1,6,0.145455,2
Americium,Americium,,12,17,29,12,17,29,7,0.288069,0.305492,259.881566,7,1,6,0.327899,12
Curium,Curium,,11,25,36,11,25,36,7,0.297279,0.316617,536.774817,7,1,6,0.301724,12
Europium,Europium,,10,21,31,10,21,31,7,0.302289,0.322362,514.652672,7,1,6,0.261667,12
Neptunium,Neptunium,,11,22,33,11,22,33,7,0.290318,0.30853,160.354178,7,1,6,0.339031,12
University_of_Chicago,University_of_Chicago,,32,32,64,32,32,64,7,0.337608,0.362167,22639.662878,3,1,6,0.060606,5
Celery,Celery,,18,25,43,18,25,43,7,0.320171,0.342562,8115.315391,11,1,6,0.141026,12
Ethnic_group,Ethnic_group,,36,23,59,36,23,59,7,0.321185,0.345026,5613.269682,9,1,6,0.099231,7
Ammolite,Ammolite,,2,43,45,2,43,45,7,0.335624,0.36076,414.265418,7,1,6,0.135307,5
Ammonite,Ammonite,,10,25,35,10,25,35,7,0.328286,0.351111,5845.554167,2,1,6,0.151478,5
Barium,Barium,,20,29,49,20,29,49,7,0.309206,0.330236,2212.735555,7,1,6,0.203104,12
Calcite,Calcite,,16,6,22,16,6,22,7,0.291739,0.3063,2236.336064,7,1,6,0.092857,5
Clay,Clay,,55,15,70,55,15,70,7,0.299122,0.317398,3702.913236,7,1,6,0.043193,5
Feldspar,Feldspar,,16,14,30,16,14,30,7,0.297541,0.31473,1008.37441,7,1,6,0.156923,5
Jewellery,Jewellery,,16,60,76,16,60,76,7,0.354464,0.383872,5696.662589,1,1,6,0.077816,13
Mosaic,Mosaic,,24,22,46,24,22,46,7,0.307284,0.328742,2304.834247,1,1,6,0.091362,13
Prospecting,Prospecting,,3,3,6,3,3,6,7,0.273457,0.286567,9.180723,7,1,6,0.3,10
Protein,Protein,,104,30,134,104,30,134,7,0.315094,0.336806,24382.046666,11,1,6,0.046361,12
Pyrite,Pyrite,,13,21,34,13,21,34,7,0.3089,0.328513,959.463373,7,1,6,0.19709,5
Rocky_Mountains,Rocky_Mountains,,37,43,80,37,43,80,7,0.334185,0.359339,22771.761997,3,1,6,0.07164,5
Stained_glass,Stained_glass,,16,14,30,16,14,30,7,0.307704,0.327078,2119.354174,0,1,6,0.062169,13
Vanadium,Vanadium,,21,44,65,21,44,65,7,0.325283,0.350261,3766.538805,7,1,6,0.178197,12
Germanium,Germanium,,20,31,51,20,31,51,7,0.315364,0.337698,2083.344306,7,1,6,0.174797,12
Milky_Way,Milky_Way,,36,31,67,36,31,67,7,0.326462,0.350233,8257.029211,7,1,6,0.110276,12
Nitrogen_fixation,Nitrogen_fixation,,12,8,20,12,8,20,7,0.286037,0.301652,487.593333,7,1,6,0.220833,12
Tellurium,Tellurium,,13,36,49,13,36,49,7,0.316323,0.338863,1090.378101,7,1,6,0.263415,12
Cretaceous-Tertiary_extinction_event,Cretaceous-Tertiary_extinction_event,,18,33,51,18,33,51,7,0.316323,0.338056,18041.737196,2,1,6,0.07981,5
Devonian,Devonian,,24,34,58,24,34,58,7,0.328286,0.351119,8593.530407,2,1,6,0.120567,5
Gender,Gender,,26,15,41,26,15,41,7,0.30557,0.324329,3078.702072,9,1,6,0.043902,7
Meteor,Meteor,,16,2,18,16,2,18,7,0.272245,0.285139,95.797006,7,1,6,0.084559,12
Silurian,Silurian,,18,17,35,18,17,35,7,0.304537,0.322617,1370.421357,2,1,6,0.1367,5
Ammosaurus,Ammosaurus,,1,14,15,1,14,15,7,0.315658,0.334781,9175.011961,2,1,6,0.285714,12
Massospondylus,Massospondylus,,2,15,17,2,15,17,7,0.300831,0.317881,4769.98015,2,1,6,0.275,12
Anne_Frank,Anne_Frank,,6,44,50,6,44,50,6,0.340529,0.367481,1207.069309,10,1,6,0.141998,11
Basketball,Basketball,,90,29,119,90,29,119,7,0.325257,0.349187,23821.659894,3,1,6,0.088574,4
Ice_hockey,Ice_hockey,,58,55,113,58,55,113,6,0.344055,0.372246,29687.152118,3,1,6,0.106207,4
Rotterdam,Rotterdam,,39,30,69,39,30,69,7,0.320829,0.343801,3648.648902,10,1,6,0.135643,5
Amtrak,Amtrak,,51,47,98,51,47,98,6,0.331507,0.357133,67106.28206,3,1,6,0.106439,8
Autorack,Autorack,,1,13,14,1,13,14,7,0.316595,0.336653,45.822891,3,1,6,0.307692,8
Baltimore%2C_Maryland,Baltimore%2C_Maryland,,29,38,67,29,38,67,6,0.338793,0.364233,11063.854661,3,1,6,0.110259,5
Columbus%2C_Ohio,Columbus%2C_Ohio,,13,39,52,13,39,52,7,0.331182,0.357651,5073.235111,3,1,6,0.119192,5
Detroit%2C_Michigan,Detroit%2C_Michigan,,32,56,88,32,56,88,7,0.343007,0.372026,29331.490502,3,1,6,0.092456,5
EMD_F7,EMD_F7,,4,3,7,4,3,7,7,0.273715,0.28695,28.573997,3,1,6,0.285714,8
Louisville%2C_Kentucky,Louisville%2C_Kentucky,,15,58,73,15,58,73,6,0.352798,0.381027,4310.459437,3,1,6,0.085162,5
Miami%2C_Florida,Miami%2C_Florida,,29,76,105,29,76,105,6,0.347983,0.378564,12753.037682,6,1,6,0.134211,5
Newark%2C_New_Jersey,Newark%2C_New_Jersey,,7,38,45,7,38,45,6,0.33618,0.361038,3166.132952,3,1,6,0.120709,5
PRR_GG1,PRR_GG1,,3,9,12,3,9,12,7,0.298879,0.31604,448.270577,3,1,6,0.233333,8
Railway_post_office,Railway_post_office,,1,6,7,1,6,7,7,0.305547,0.323054,6.380539,3,1,6,0.5,8
San_Diegan,San_Diegan,,3,12,15,3,12,15,6,0.309702,0.329284,78.280083,3,1,6,0.307692,8
San_Jose%2C_California,San_Jose%2C_California,,15,55,70,15,55,70,6,0.352921,0.38053,9936.608669,3,1,6,0.08774,5
Super_Chief,Super_Chief,,3,17,20,3,17,20,7,0.299741,0.317643,371.281455,3,1,6,0.137255,8
Union_Station_%28San_Diego%29,Union_Station_%28San_Diego%29,,4,15,19,4,15,19,7,0.309206,0.328933,13841.883816,3,1,6,0.32381,8
Vancouver,Vancouver,,29,45,74,29,45,74,7,0.345668,0.372211,6746.001347,3,1,6,0.112319,5
Amur,Amur,,8,16,24,8,16,24,7,0.316397,0.336876,400.853828,8,1,6,0.190476,5
Mongolia,Mongolia,,81,45,126,81,45,126,7,0.338935,0.366147,13096.537867,8,1,6,0.094349,5
Boa,Boa,,3,7,10,3,7,10,8,0.274364,0.287615,34.6324,2,1,6,0.388889,12
Chicken,Chicken,,31,49,80,31,49,80,7,0.346644,0.373362,13520.306549,2,1,6,0.062215,4
Paraguay,Paraguay,,39,20,59,39,20,59,7,0.321211,0.344002,970.691275,6,1,6,0.177143,9
Tamil_language,Tamil_language,,41,37,78,41,37,78,7,0.332977,0.357731,9682.70556,8,1,6,0.099418,3
Turtle,Turtle,,25,16,41,25,16,41,8,0.300207,0.317684,3942.377097,2,1,6,0.095816,12
Analytical_Marxism,Analytical_Marxism,,3,7,10,3,7,10,7,0.280728,0.295396,46.356634,9,1,6,0.357143,14
Game_theory,Game_theory,,17,24,41,17,24,41,7,0.300252,0.319099,16680.997312,9,1,6,0.11954,6
Karl_Popper,Karl_Popper,,22,28,50,22,28,50,7,0.3281,0.351456,3930.197042,9,1,6,0.135659,11
Anarcho-capitalism,Anarcho-capitalism,,5,13,18,5,13,18,7,0.294987,0.312359,398.230345,9,1,6,0.195833,7
GNU,GNU,,9,15,24,9,15,24,8,0.269029,0.282639,6304.427231,13,1,6,0.219298,1
Graphic_novel,Graphic_novel,,17,12,29,17,12,29,7,0.302967,0.321326,2615.539531,13,1,6,0.046667,3
Henry_David_Thoreau,Henry_David_Thoreau,,10,22,32,10,22,32,6,0.325492,0.346748,2017.109966,3,1,6,0.093103,11
Jack_Kerouac,Jack_Kerouac,,12,21,33,12,21,33,7,0.320779,0.343016,1967.551029,9,1,6,0.117204,11
Laozi,Laozi,,6,6,12,6,6,12,8,0.270141,0.283413,48.687193,8,1,6,0.333333,11
Noam_Chomsky,Noam_Chomsky,,17,29,46,17,29,46,7,0.324268,0.348013,3810.610547,9,1,6,0.120108,3
Stoicism,Stoicism,,12,16,28,12,16,28,7,0.320677,0.342158,1405.226428,9,1,6,0.131054,14
World_Trade_Organization,World_Trade_Organization,,38,72,110,38,72,110,7,0.337355,0.366807,7741.926174,5,1,6,0.133939,10
Corporation,Corporation,,38,20,58,38,20,58,6,0.323931,0.346333,7367.461476,9,1,6,0.068922,10
Cyberpunk,Cyberpunk,,4,18,22,4,18,22,7,0.312688,0.330997,864.872398,13,1,6,0.094737,3
Race,Race,,35,37,72,35,37,72,7,0.339531,0.364967,12985.802169,9,1,6,0.088874,7
Anemia,Anemia,,21,16,37,21,16,37,7,0.301077,0.318238,11254.920643,11,1,6,0.06129,12
Board_game,Board_game,,21,17,38,21,17,38,7,0.312592,0.332123,6083.060962,13,1,6,0.070115,4
Egyptian_pyramids,Egyptian_pyramids,,6,5,11,6,5,11,7,0.277367,0.290365,102.680321,1,1,6,0.305556,0
Iron_Age,Iron_Age,,54,20,74,54,20,74,7,0.31954,0.341754,3823.79028,0,1,6,0.077792,0
Mummy,Mummy,,15,48,63,15,48,63,6,0.350905,0.379021,5352.72137,6,1,6,0.086612,0
Rosetta_Stone,Rosetta_Stone,,6,7,13,6,7,13,7,0.284172,0.298943,1276.458929,1,1,6,0.063636,0
Society,Society,,56,20,76,56,20,76,7,0.325466,0.347038,4726.037789,9,1,6,0.089648,7
Turquoise,Turquoise,,6,53,59,6,53,59,7,0.348282,0.376219,1504.91326,7,1,6,0.125589,5
Vowel,Vowel,,28,16,44,28,16,44,7,0.29615,0.314864,1944.829179,1,1,6,0.110337,3
Writing,Writing,,25,11,36,25,11,36,7,0.292391,0.308816,3478.885591,1,1,6,0.092063,3
Battle_of_Marathon,Battle_of_Marathon,,9,15,24,9,15,24,7,0.299166,0.317607,7446.069271,1,1,6,0.183333,0
Bread,Bread,,23,64,87,23,64,87,7,0.352706,0.382836,7952.375119,11,1,6,0.105092,4
Cheese,Cheese,,25,75,100,25,75,100,6,0.362742,0.394133,17991.374824,11,1,6,0.127961,4
Corinthian_War,Corinthian_War,,5,9,14,5,9,14,7,0.288767,0.304411,6987.080573,1,1,6,0.290909,0
Epaminondas,Epaminondas,,3,7,10,3,7,10,7,0.284053,0.299244,14.243336,1,1,6,0.416667,11
Hellenistic_Greece,Hellenistic_Greece,,13,15,28,13,15,28,7,0.298946,0.31712,4175.795403,1,1,6,0.254941,0
Hippocrates,Hippocrates,,21,19,40,21,19,40,7,0.308618,0.328613,3110.002478,11,1,6,0.071835,11
History_of_Greece,History_of_Greece,,9,78,87,9,78,87,7,0.354309,0.386874,4237.527217,1,1,6,0.169444,0
Minoan_civilization,Minoan_civilization,,17,51,68,17,51,68,7,0.33482,0.361146,5907.898713,1,1,6,0.079552,0
Neoclassicism,Neoclassicism,,27,39,66,27,39,66,7,0.332486,0.358708,6272.484432,4,1,6,0.098305,13
Onion,Onion,,18,22,40,18,22,40,7,0.322078,0.342771,4503.46577,11,1,6,0.105974,4
Roman_Greece,Roman_Greece,,8,18,26,8,18,26,7,0.305824,0.324799,182.014366,1,1,6,0.313158,0
Elagabalus,Elagabalus,,2,10,12,2,10,12,7,0.28809,0.305416,16.176347,1,1,6,0.381818,11
House,House,,11,22,33,11,22,33,7,0.324944,0.346002,6095.207675,1,1,6,0.07197,4
Invasion,Invasion,,15,64,79,15,64,79,6,0.360131,0.390166,5639.275912,10,1,6,0.106812,0
Isis,Isis,,8,30,38,8,30,38,7,0.326646,0.351616,3240.637759,1,1,6,0.114114,14
Jupiter_%28mythology%29,Jupiter_%28mythology%29,,10,11,21,10,11,21,7,0.29197,0.309313,5036.372729,1,1,6,0.224265,14
Oligarchy,Oligarchy,,33,17,50,33,17,50,7,0.315413,0.336261,3944.570417,9,1,6,0.09852,7
Pupil,Pupil,,6,10,16,6,10,16,8,0.287314,0.303692,4130.267023,11,1,6,0.120879,12
Roman_law,Roman_law,,9,17,26,9,17,26,7,0.310461,0.331307,393.967444,1,1,6,0.229249,0
Roman_road,Roman_road,,11,24,35,11,24,35,7,0.31657,0.339357,1486.548682,1,1,6,0.206653,0
Roman_villa,Roman_villa,,5,8,13,5,8,13,7,0.295589,0.313885,230.119578,1,1,6,0.166667,0
Romulus_Augustus,Romulus_Augustus,,5,10,15,5,10,15,7,0.283715,0.299852,27.066472,1,1,6,0.560606,11
Wrestling,Wrestling,,7,17,24,7,17,24,7,0.324788,0.346724,680.009026,1,1,6,0.230072,4
Confucianism,Confucianism,,36,37,73,36,37,73,7,0.335707,0.360973,7815.555546,8,1,6,0.145955,14
Cyrus_the_Great,Cyrus_the_Great,,8,23,31,8,23,31,7,0.312471,0.333365,660.322886,1,1,6,0.170635,11
Dance,Dance,,27,27,54,27,27,54,7,0.323337,0.345995,3660.158227,4,1,6,0.087446,4
Fire,Fire,,37,49,86,37,49,86,7,0.346377,0.373771,17554.654959,7,1,6,0.066546,12
Lothal,Lothal,,4,29,33,4,29,33,7,0.326015,0.349692,217.8379,1,1,6,0.157258,0
Mahabharata,Mahabharata,,24,10,34,24,10,34,7,0.304332,0.321461,3102.859864,8,1,6,0.150575,0
Qin_Shi_Huang,Qin_Shi_Huang,,6,22,28,6,22,28,7,0.328525,0.350379,1020.963118,8,1,6,0.231884,11
Ramayana,Ramayana,,23,20,43,23,20,43,8,0.297519,0.314924,3241.976357,8,1,6,0.18018,3
Sculpture,Sculpture,,54,29,83,54,29,83,7,0.322283,0.344004,13493.295508,4,1,6,0.061404,13
Tamil_people,Tamil_people,,17,68,85,17,68,85,7,0.353136,0.383418,3578.091901,8,1,6,0.120902,5
Yellow_River,Yellow_River,,13,8,21,13,8,21,7,0.294686,0.31178,793.714526,8,1,6,0.153595,5
Aruba,Aruba,,24,29,53,24,29,53,7,0.331426,0.355577,2640.858183,6,1,6,0.153099,9
Cotopaxi,Cotopaxi,,3,6,9,3,6,9,7,0.285553,0.299782,33.679925,6,1,6,0.366667,5
Craton,Craton,,12,4,16,12,4,16,8,0.267644,0.280155,234.364546,7,1,6,0.159341,5
Galeras,Galeras,,3,4,7,3,4,7,7,0.283754,0.297763,24.811906,6,1,6,0.35,5
Machu_Picchu,Machu_Picchu,,8,12,20,8,12,20,7,0.297716,0.314503,577.588543,6,1,6,0.165441,5
Folklore,Folklore,,47,18,65,47,18,65,7,0.313583,0.33413,9315.250102,4,1,6,0.057113,14
Andr%C3%A9s_Nocioni,Andr%C3%A9s_Nocioni,,1,11,12,1,11,12,7,0.313801,0.33365,6.954032,6,1,6,0.5,11
Andrew_Carnegie,Andrew_Carnegie,,12,41,53,12,41,53,6,0.342891,0.368138,3372.764552,3,1,6,0.103922,11
Andrew_Dickson_White,Andrew_Dickson_White,,2,11,13,2,11,13,7,0.319162,0.338865,64.039365,9,1,6,0.189394,11
Andrew_Gonzalez,Andrew_Gonzalez,,0,8,8,0,8,8,7,0.290899,0.306767,0,8,1,44,0.107143,11
Ateneo_de_Manila_University,Ateneo_de_Manila_University,,1,16,17,1,16,17,7,0.302928,0.322146,136.233665,0,1,43,0.154412,5
John_Marshall,John_Marshall,,5,19,24,5,19,24,7,0.321465,0.343807,346.730033,3,1,6,0.292105,11
Martin_Van_Buren,Martin_Van_Buren,,10,20,30,10,20,30,7,0.312688,0.332557,578.087657,3,1,6,0.198333,11
Andrew_Robinson,Andrew_Robinson,,1,13,14,1,13,14,7,0.306355,0.325584,60.538537,13,1,6,0.166667,11
John_F._Kennedy,John_F._Kennedy,,60,68,128,60,68,128,7,0.348252,0.377617,33150.001187,3,1,6,0.080484,11
The_X-Files,The_X-Files,,8,14,22,8,14,22,7,0.315609,0.334022,2947.486099,13,1,6,0.089474,4
Andriyivskyy_Descent,Andriyivskyy_Descent,,1,13,14,1,13,14,7,0.303262,0.322705,21.088386,10,1,6,0.25641,5
Kiev,Kiev,,36,42,78,36,42,78,7,0.325806,0.351242,10955.02879,10,1,6,0.104895,5
Andromeda_Galaxy,Andromeda_Galaxy,,8,15,23,8,15,23,7,0.293534,0.310064,603.069642,7,1,6,0.260234,12
European_Space_Agency,European_Space_Agency,,21,46,67,21,46,67,7,0.340501,0.367117,7574.169348,7,1,6,0.19873,12
Extraterrestrial_life,Extraterrestrial_life,,16,50,66,16,50,66,7,0.336655,0.362943,6555.016965,7,1,6,0.099334,12
Globular_cluster,Globular_cluster,,10,14,24,10,14,24,7,0.291508,0.307948,182.625141,7,1,6,0.271053,12
H_II_region,H_II_region,,7,24,31,7,24,31,7,0.306101,0.325474,1333.314226,7,1,6,0.270655,12
Redshift,Redshift,,14,39,53,14,39,53,7,0.308618,0.33028,2817.577997,7,1,6,0.225641,12
Universe,Universe,,62,20,82,62,20,82,7,0.300497,0.318173,11778.350283,7,1,6,0.106545,12
Mao_Zedong,Mao_Zedong,,32,30,62,32,30,62,7,0.32484,0.348975,9447.140135,8,1,6,0.170814,11
Money,Money,,30,29,59,30,29,59,7,0.327226,0.351246,6183.142082,9,1,6,0.081448,10
Myocardial_infarction,Myocardial_infarction,,23,16,39,23,16,39,7,0.311702,0.330481,5166.605017,11,1,6,0.052941,12
The_Rolling_Stones,The_Rolling_Stones,,22,32,54,22,32,54,7,0.329032,0.352991,14221.136694,4,1,6,0.118871,2
Apricot,Apricot,,6,42,48,6,42,48,7,0.346229,0.372474,1953.242498,11,1,6,0.118841,4
Folic_acid,Folic_acid,,10,26,36,10,26,36,7,0.323466,0.345219,1883.284477,11,1,6,0.084034,12
Parsley,Parsley,,15,41,56,15,41,56,7,0.311918,0.335078,3087.702299,11,1,6,0.201515,12
Pernicious_anemia,Pernicious_anemia,,3,4,7,3,4,7,8,0.259489,0.271151,235.932681,11,1,6,0.4,12
Sickle-cell_disease,Sickle-cell_disease,,4,15,19,4,15,19,7,0.316768,0.337601,638.538329,11,1,6,0.1625,12
Thalassemia,Thalassemia,,4,18,22,4,18,22,7,0.31039,0.330656,637.075413,8,1,6,0.137427,12
Angel_shark,Angel_shark,,1,6,7,1,6,7,8,0.268423,0.280913,5.132467,2,1,6,0.266667,12
