Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering,subject,subject_number
University_of_Chicago,University_of_Chicago,,32,32,64,32,32,64,7,0.337608,0.362167,22639.662878,11,1,6,0.060606,6,6
Celery,Celery,,18,25,43,18,25,43,7,0.320171,0.342562,8115.315391,6,1,6,0.141026,14,14
Ethnic_group,Ethnic_group,,36,23,59,36,23,59,7,0.321185,0.345026,5613.269682,3,1,6,0.099231,2,2
Ammolite,Ammolite,,2,43,45,2,43,45,7,0.335624,0.36076,414.265418,9,1,6,0.135307,6,6
Ammonite,Ammonite,,10,25,35,10,25,35,7,0.328286,0.351111,5845.554167,7,1,6,0.151478,6,6
Barium,Barium,,20,29,49,20,29,49,7,0.309206,0.330236,2212.735555,9,1,6,0.203104,14,14
Calcite,Calcite,,16,6,22,16,6,22,7,0.291739,0.3063,2236.336064,9,1,6,0.092857,6,6
Clay,Clay,,55,15,70,55,15,70,7,0.299122,0.317398,3702.913236,9,1,6,0.043193,6,6
Feldspar,Feldspar,,16,14,30,16,14,30,7,0.297541,0.31473,1008.37441,9,1,6,0.156923,6,6
Jewellery,Jewellery,,16,60,76,16,60,76,7,0.354464,0.383872,5696.662589,2,1,6,0.077816,0,0
Mosaic,Mosaic,,24,22,46,24,22,46,7,0.307284,0.328742,2304.834247,4,1,6,0.091362,0,0
Prospecting,Prospecting,,3,3,6,3,3,6,7,0.273457,0.286567,9.180723,9,1,6,0.3,1,1
Protein,Protein,,104,30,134,104,30,134,7,0.315094,0.336806,24382.046666,7,1,6,0.046361,14,14
Pyrite,Pyrite,,13,21,34,13,21,34,7,0.3089,0.328513,959.463373,9,1,6,0.19709,6,6
Rocky_Mountains,Rocky_Mountains,,37,43,80,37,43,80,7,0.334185,0.359339,22771.761997,11,1,6,0.07164,6,6
Stained_glass,Stained_glass,,16,14,30,16,14,30,7,0.307704,0.327078,2119.354174,1,1,6,0.062169,0,0
Vanadium,Vanadium,,21,44,65,21,44,65,7,0.325283,0.350261,3766.538805,9,1,6,0.178197,14,14
Germanium,Germanium,,20,31,51,20,31,51,7,0.315364,0.337698,2083.344306,9,1,6,0.174797,14,14
Milky_Way,Milky_Way,,36,31,67,36,31,67,7,0.326462,0.350233,8257.029211,9,1,6,0.110276,14,14
Nitrogen_fixation,Nitrogen_fixation,,12,8,20,12,8,20,7,0.286037,0.301652,487.593333,9,1,6,0.220833,14,14
Tellurium,Tellurium,,13,36,49,13,36,49,7,0.316323,0.338863,1090.378101,9,1,6,0.263415,14,14
Cretaceous-Tertiary_extinction_event,Cretaceous-Tertiary_extinction_event,,18,33,51,18,33,51,7,0.316323,0.338056,18041.737196,7,1,6,0.07981,6,6
Devonian,Devonian,,24,34,58,24,34,58,7,0.328286,0.351119,8593.530407,7,1,6,0.120567,6,6
Gender,Gender,,26,15,41,26,15,41,7,0.30557,0.324329,3078.702072,3,1,6,0.043902,2,2
Meteor,Meteor,,16,2,18,16,2,18,7,0.272245,0.285139,95.797006,9,1,6,0.084559,14,14
Silurian,Silurian,,18,17,35,18,17,35,7,0.304537,0.322617,1370.421357,7,1,6,0.1367,6,6
Ammosaurus,Ammosaurus,,1,14,15,1,14,15,7,0.315658,0.334781,9175.011961,7,1,6,0.285714,14,14
Massospondylus,Massospondylus,,2,15,17,2,15,17,7,0.300831,0.317881,4769.98015,7,1,6,0.275,14,14
Anne_Frank,Anne_Frank,,6,44,50,6,44,50,6,0.340529,0.367481,1207.069309,13,1,6,0.141998,12,12
Basketball,Basketball,,90,29,119,90,29,119,7,0.325257,0.349187,23821.659894,11,1,6,0.088574,5,5
Ice_hockey,Ice_hockey,,58,55,113,58,55,113,6,0.344055,0.372246,29687.152118,13,1,6,0.106207,5,5
Rotterdam,Rotterdam,,39,30,69,39,30,69,7,0.320829,0.343801,3648.648902,4,1,6,0.135643,6,6
Amtrak,Amtrak,,51,47,98,51,47,98,6,0.331507,0.357133,67106.28206,11,1,6,0.106439,4,4
Autorack,Autorack,,1,13,14,1,13,14,7,0.316595,0.336653,45.822891,11,1,6,0.307692,4,4
Baltimore%2C_Maryland,Baltimore%2C_Maryland,,29,38,67,29,38,67,6,0.338793,0.364233,11063.854661,11,1,6,0.110259,6,6
Columbus%2C_Ohio,Columbus%2C_Ohio,,13,39,52,13,39,52,7,0.331182,0.357651,5073.235111,11,1,6,0.119192,6,6
Detroit%2C_Michigan,Detroit%2C_Michigan,,32,56,88,32,56,88,7,0.343007,0.372026,29331.490502,11,1,6,0.092456,6,6
EMD_F7,EMD_F7,,4,3,7,4,3,7,7,0.273715,0.28695,28.573997,11,1,6,0.285714,4,4
Louisville%2C_Kentucky,Louisville%2C_Kentucky,,15,58,73,15,58,73,6,0.352798,0.381027,4310.459437,11,1,6,0.085162,6,6
Miami%2C_Florida,Miami%2C_Florida,,29,76,105,29,76,105,6,0.347983,0.378564,12753.037682,0,1,6,0.134211,6,6
Newark%2C_New_Jersey,Newark%2C_New_Jersey,,7,38,45,7,38,45,6,0.33618,0.361038,3166.132952,11,1,6,0.120709,6,6
PRR_GG1,PRR_GG1,,3,9,12,3,9,12,7,0.298879,0.31604,448.270577,11,1,6,0.233333,4,4
Railway_post_office,Railway_post_office,,1,6,7,1,6,7,7,0.305547,0.323054,6.380539,11,1,6,0.5,4,4
San_Diegan,San_Diegan,,3,12,15,3,12,15,6,0.309702,0.329284,78.280083,11,1,6,0.307692,4,4
San_Jose%2C_California,San_Jose%2C_California,,15,55,70,15,55,70,6,0.352921,0.38053,9936.608669,11,1,6,0.08774,6,6
Super_Chief,Super_Chief,,3,17,20,3,17,20,7,0.299741,0.317643,371.281455,11,1,6,0.137255,4,4
Union_Station_%28San_Diego%29,Union_Station_%28San_Diego%29,,4,15,19,4,15,19,7,0.309206,0.328933,13841.883816,11,1,6,0.32381,4,4
Vancouver,Vancouver,,29,45,74,29,45,74,7,0.345668,0.372211,6746.001347,11,1,6,0.112319,6,6
Amur,Amur,,8,16,24,8,16,24,7,0.316397,0.336876,400.853828,10,1,6,0.190476,6,6
Mongolia,Mongolia,,81,45,126,81,45,126,7,0.338935,0.366147,13096.537867,10,1,6,0.094349,6,6
Boa,Boa,,3,7,10,3,7,10,8,0.274364,0.287615,34.6324,7,1,6,0.388889,14,14
Chicken,Chicken,,31,49,80,31,49,80,7,0.346644,0.373362,13520.306549,7,1,6,0.062215,5,5
Paraguay,Paraguay,,39,20,59,39,20,59,7,0.321211,0.344002,970.691275,0,1,6,0.177143,3,3
Tamil_language,Tamil_language,,41,37,78,41,37,78,7,0.332977,0.357731,9682.70556,10,1,6,0.099418,9,9
Turtle,Turtle,,25,16,41,25,16,41,8,0.300207,0.317684,3942.377097,7,1,6,0.095816,14,14
Analytical_Marxism,Analytical_Marxism,,3,7,10,3,7,10,7,0.280728,0.295396,46.356634,3,1,6,0.357143,13,13
Game_theory,Game_theory,,17,24,41,17,24,41,7,0.300252,0.319099,16680.997312,3,1,6,0.11954,10,10
Karl_Popper,Karl_Popper,,22,28,50,22,28,50,7,0.3281,0.351456,3930.197042,3,1,6,0.135659,12,12
Anarcho-capitalism,Anarcho-capitalism,,5,13,18,5,13,18,7,0.294987,0.312359,398.230345,3,1,6,0.195833,2,2
GNU,GNU,,9,15,24,9,15,24,8,0.269029,0.282639,6304.427231,5,1,6,0.219298,8,8
Graphic_novel,Graphic_novel,,17,12,29,17,12,29,7,0.302967,0.321326,2615.539531,3,1,6,0.046667,9,9
Henry_David_Thoreau,Henry_David_Thoreau,,10,22,32,10,22,32,6,0.325492,0.346748,2017.109966,11,1,6,0.093103,12,12
Jack_Kerouac,Jack_Kerouac,,12,21,33,12,21,33,7,0.320779,0.343016,1967.551029,3,1,6,0.117204,12,12
Laozi,Laozi,,6,6,12,6,6,12,8,0.270141,0.283413,48.687193,10,1,6,0.333333,12,12
Noam_Chomsky,Noam_Chomsky,,17,29,46,17,29,46,7,0.324268,0.348013,3810.610547,3,1,6,0.120108,9,9
Stoicism,Stoicism,,12,16,28,12,16,28,7,0.320677,0.342158,1405.226428,3,1,6,0.131054,13,13
World_Trade_Organization,World_Trade_Organization,,38,72,110,38,72,110,7,0.337355,0.366807,7741.926174,8,1,6,0.133939,1,1
Corporation,Corporation,,38,20,58,38,20,58,6,0.323931,0.346333,7367.461476,3,1,6,0.068922,1,1
Cyberpunk,Cyberpunk,,4,18,22,4,18,22,7,0.312688,0.330997,864.872398,3,1,6,0.094737,9,9
Race,Race,,35,37,72,35,37,72,7,0.339531,0.364967,12985.802169,3,1,6,0.088874,2,2
Anemia,Anemia,,21,16,37,21,16,37,7,0.301077,0.318238,11254.920643,6,1,6,0.06129,14,14
Board_game,Board_game,,21,17,38,21,17,38,7,0.312592,0.332123,6083.060962,2,1,6,0.070115,5,5
Egyptian_pyramids,Egyptian_pyramids,,6,5,11,6,5,11,7,0.277367,0.290365,102.680321,2,1,6,0.305556,7,7
Iron_Age,Iron_Age,,54,20,74,54,20,74,7,0.31954,0.341754,3823.79028,1,1,6,0.077792,7,7
Mummy,Mummy,,15,48,63,15,48,63,6,0.350905,0.379021,5352.72137,0,1,6,0.086612,7,7
Rosetta_Stone,Rosetta_Stone,,6,7,13,6,7,13,7,0.284172,0.298943,1276.458929,2,1,6,0.063636,7,7
Society,Society,,56,20,76,56,20,76,7,0.325466,0.347038,4726.037789,3,1,6,0.089648,2,2
Turquoise,Turquoise,,6,53,59,6,53,59,7,0.348282,0.376219,1504.91326,9,1,6,0.125589,6,6
Vowel,Vowel,,28,16,44,28,16,44,7,0.29615,0.314864,1944.829179,2,1,6,0.110337,9,9
Writing,Writing,,25,11,36,25,11,36,7,0.292391,0.308816,3478.885591,2,1,6,0.092063,9,9
Battle_of_Marathon,Battle_of_Marathon,,9,15,24,9,15,24,7,0.299166,0.317607,7446.069271,2,1,6,0.183333,7,7
Bread,Bread,,23,64,87,23,64,87,7,0.352706,0.382836,7952.375119,6,1,6,0.105092,5,5
Cheese,Cheese,,25,75,100,25,75,100,6,0.362742,0.394133,17991.374824,6,1,6,0.127961,5,5
Corinthian_War,Corinthian_War,,5,9,14,5,9,14,7,0.288767,0.304411,6987.080573,3,1,6,0.290909,7,7
Epaminondas,Epaminondas,,3,7,10,3,7,10,7,0.284053,0.299244,14.243336,3,1,6,0.416667,12,12
Hellenistic_Greece,Hellenistic_Greece,,13,15,28,13,15,28,7,0.298946,0.31712,4175.795403,3,1,6,0.254941,7,7
Hippocrates,Hippocrates,,21,19,40,21,19,40,7,0.308618,0.328613,3110.002478,3,1,6,0.071835,12,12
History_of_Greece,History_of_Greece,,9,78,87,9,78,87,7,0.354309,0.386874,4237.527217,3,1,6,0.169444,7,7
Minoan_civilization,Minoan_civilization,,17,51,68,17,51,68,7,0.33482,0.361146,5907.898713,2,1,6,0.079552,7,7
Neoclassicism,Neoclassicism,,27,39,66,27,39,66,7,0.332486,0.358708,6272.484432,13,1,6,0.098305,0,0
Onion,Onion,,18,22,40,18,22,40,7,0.322078,0.342771,4503.46577,6,1,6,0.105974,5,5
Roman_Greece,Roman_Greece,,8,18,26,8,18,26,7,0.305824,0.324799,182.014366,3,1,6,0.313158,7,7
Elagabalus,Elagabalus,,2,10,12,2,10,12,7,0.28809,0.305416,16.176347,4,1,6,0.381818,12,12
House,House,,11,22,33,11,22,33,7,0.324944,0.346002,6095.207675,3,1,6,0.07197,5,5
Invasion,Invasion,,15,64,79,15,64,79,6,0.360131,0.390166,5639.275912,2,1,6,0.106812,7,7
Isis,Isis,,8,30,38,8,30,38,7,0.326646,0.351616,3240.637759,2,1,6,0.114114,13,13
Jupiter_%28mythology%29,Jupiter_%28mythology%29,,10,11,21,10,11,21,7,0.29197,0.309313,5036.372729,4,1,6,0.224265,13,13
Oligarchy,Oligarchy,,33,17,50,33,17,50,7,0.315413,0.336261,3944.570417,3,1,6,0.09852,2,2
Pupil,Pupil,,6,10,16,6,10,16,8,0.287314,0.303692,4130.267023,7,1,6,0.120879,14,14
Roman_law,Roman_law,,9,17,26,9,17,26,7,0.310461,0.331307,393.967444,4,1,6,0.229249,7,7
Roman_road,Roman_road,,11,24,35,11,24,35,7,0.31657,0.339357,1486.548682,4,1,6,0.206653,7,7
Roman_villa,Roman_villa,,5,8,13,5,8,13,7,0.295589,0.313885,230.119578,4,1,6,0.166667,7,7
Romulus_Augustus,Romulus_Augustus,,5,10,15,5,10,15,7,0.283715,0.299852,27.066472,4,1,6,0.560606,12,12
Wrestling,Wrestling,,7,17,24,7,17,24,7,0.324788,0.346724,680.009026,10,1,6,0.230072,5,5
Confucianism,Confucianism,,36,37,73,36,37,73,7,0.335707,0.360973,7815.555546,10,1,6,0.145955,13,13
Cyrus_the_Great,Cyrus_the_Great,,8,23,31,8,23,31,7,0.312471,0.333365,660.322886,2,1,6,0.170635,12,12
Dance,Dance,,27,27,54,27,27,54,7,0.323337,0.345995,3660.158227,3,1,6,0.087446,5,5
Fire,Fire,,37,49,86,37,49,86,7,0.346377,0.373771,17554.654959,9,1,6,0.066546,14,14
Lothal,Lothal,,4,29,33,4,29,33,7,0.326015,0.349692,217.8379,2,1,6,0.157258,7,7
Mahabharata,Mahabharata,,24,10,34,24,10,34,7,0.304332,0.321461,3102.859864,10,1,6,0.150575,7,7
Qin_Shi_Huang,Qin_Shi_Huang,,6,22,28,6,22,28,7,0.328525,0.350379,1020.963118,10,1,6,0.231884,12,12
Ramayana,Ramayana,,23,20,43,23,20,43,8,0.297519,0.314924,3241.976357,10,1,6,0.18018,9,9
Sculpture,Sculpture,,54,29,83,54,29,83,7,0.322283,0.344004,13493.295508,4,1,6,0.061404,0,0
Tamil_people,Tamil_people,,17,68,85,17,68,85,7,0.353136,0.383418,3578.091901,10,1,6,0.120902,6,6
Yellow_River,Yellow_River,,13,8,21,13,8,21,7,0.294686,0.31178,793.714526,2,1,6,0.153595,6,6
Aruba,Aruba,,24,29,53,24,29,53,7,0.331426,0.355577,2640.858183,8,1,6,0.153099,3,3
Cotopaxi,Cotopaxi,,3,6,9,3,6,9,7,0.285553,0.299782,33.679925,0,1,6,0.366667,6,6
Craton,Craton,,12,4,16,12,4,16,8,0.267644,0.280155,234.364546,9,1,6,0.159341,6,6
Galeras,Galeras,,3,4,7,3,4,7,7,0.283754,0.297763,24.811906,0,1,6,0.35,6,6
Machu_Picchu,Machu_Picchu,,8,12,20,8,12,20,7,0.297716,0.314503,577.588543,0,1,6,0.165441,6,6
Folklore,Folklore,,47,18,65,47,18,65,7,0.313583,0.33413,9315.250102,3,1,6,0.057113,13,13
Andr%C3%A9s_Nocioni,Andr%C3%A9s_Nocioni,,1,11,12,1,11,12,7,0.313801,0.33365,6.954032,0,1,6,0.5,12,12
Andrew_Carnegie,Andrew_Carnegie,,12,41,53,12,41,53,6,0.342891,0.368138,3372.764552,11,1,6,0.103922,12,12
Andrew_Dickson_White,Andrew_Dickson_White,,2,11,13,2,11,13,7,0.319162,0.338865,64.039365,3,1,6,0.189394,12,12
Andrew_Gonzalez,Andrew_Gonzalez,,0,8,8,0,8,8,7,0.290899,0.306767,0,10,1,44,0.107143,12,12
Ateneo_de_Manila_University,Ateneo_de_Manila_University,,1,16,17,1,16,17,7,0.302928,0.322146,136.233665,4,1,43,0.154412,6,6
John_Marshall,John_Marshall,,5,19,24,5,19,24,7,0.321465,0.343807,346.730033,11,1,6,0.292105,12,12
Martin_Van_Buren,Martin_Van_Buren,,10,20,30,10,20,30,7,0.312688,0.332557,578.087657,11,1,6,0.198333,12,12
Andrew_Robinson,Andrew_Robinson,,1,13,14,1,13,14,7,0.306355,0.325584,60.538537,11,1,6,0.166667,12,12
John_F._Kennedy,John_F._Kennedy,,60,68,128,60,68,128,7,0.348252,0.377617,33150.001187,11,1,6,0.080484,12,12
The_X-Files,The_X-Files,,8,14,22,8,14,22,7,0.315609,0.334022,2947.486099,11,1,6,0.089474,5,5
Andriyivskyy_Descent,Andriyivskyy_Descent,,1,13,14,1,13,14,7,0.303262,0.322705,21.088386,13,1,6,0.25641,6,6
Kiev,Kiev,,36,42,78,36,42,78,7,0.325806,0.351242,10955.02879,13,1,6,0.104895,6,6
Andromeda_Galaxy,Andromeda_Galaxy,,8,15,23,8,15,23,7,0.293534,0.310064,603.069642,9,1,6,0.260234,14,14
European_Space_Agency,European_Space_Agency,,21,46,67,21,46,67,7,0.340501,0.367117,7574.169348,9,1,6,0.19873,14,14
Extraterrestrial_life,Extraterrestrial_life,,16,50,66,16,50,66,7,0.336655,0.362943,6555.016965,9,1,6,0.099334,14,14
Globular_cluster,Globular_cluster,,10,14,24,10,14,24,7,0.291508,0.307948,182.625141,9,1,6,0.271053,14,14
H_II_region,H_II_region,,7,24,31,7,24,31,7,0.306101,0.325474,1333.314226,9,1,6,0.270655,14,14
Redshift,Redshift,,14,39,53,14,39,53,7,0.308618,0.33028,2817.577997,9,1,6,0.225641,14,14
Universe,Universe,,62,20,82,62,20,82,7,0.300497,0.318173,11778.350283,9,1,6,0.106545,14,14
Mao_Zedong,Mao_Zedong,,32,30,62,32,30,62,7,0.32484,0.348975,9447.140135,10,1,6,0.170814,12,12
Money,Money,,30,29,59,30,29,59,7,0.327226,0.351246,6183.142082,3,1,6,0.081448,1,1
Myocardial_infarction,Myocardial_infarction,,23,16,39,23,16,39,7,0.311702,0.330481,5166.605017,11,1,6,0.052941,14,14
The_Rolling_Stones,The_Rolling_Stones,,22,32,54,22,32,54,7,0.329032,0.352991,14221.136694,11,1,6,0.118871,11,11
Apricot,Apricot,,6,42,48,6,42,48,7,0.346229,0.372474,1953.242498,6,1,6,0.118841,5,5
Folic_acid,Folic_acid,,10,26,36,10,26,36,7,0.323466,0.345219,1883.284477,6,1,6,0.084034,14,14
Parsley,Parsley,,15,41,56,15,41,56,7,0.311918,0.335078,3087.702299,6,1,6,0.201515,14,14
Pernicious_anemia,Pernicious_anemia,,3,4,7,3,4,7,8,0.259489,0.271151,235.932681,6,1,6,0.4,14,14
Sickle-cell_disease,Sickle-cell_disease,,4,15,19,4,15,19,7,0.316768,0.337601,638.538329,11,1,6,0.1625,14,14
Thalassemia,Thalassemia,,4,18,22,4,18,22,7,0.31039,0.330656,637.075413,10,1,6,0.137427,14,14
Angel_shark,Angel_shark,,1,6,7,1,6,7,8,0.268423,0.280913,5.132467,7,1,6,0.266667,14,14
Angkor,Angkor,,6,11,17,6,11,17,7,0.298505,0.315907,4713.531333,10,1,6,0.219048,6,6
Gyeongju,Gyeongju,,1,13,14,1,13,14,7,0.31223,0.332461,95.63598,10,1,6,0.28022,6,6
Michelangelo,Michelangelo,,29,14,43,29,14,43,7,0.299365,0.316853,5878.740573,4,1,6,0.138095,12,12
Rama,Rama,,8,22,30,8,22,30,7,0.312495,0.332614,346.338935,10,1,6,0.280627,13,13
Anglican_Church_of_Australia,Anglican_Church_of_Australia,,7,4,11,7,4,11,7,0.27924,0.292743,104.800844,12,1,6,0.3,13,13
Apostolic_Succession,Apostolic_Succession,,14,14,28,14,14,28,7,0.313195,0.333052,431.467661,1,1,6,0.452381,13,13
Book_of_Common_Prayer,Book_of_Common_Prayer,,14,29,43,14,29,43,7,0.308547,0.330189,479.055071,1,1,6,0.337931,13,13
British_monarchy,British_monarchy,,65,113,178,65,113,178,7,0.342601,0.377062,51462.967226,1,1,6,0.090042,2,2
Church_of_Ireland,Church_of_Ireland,,28,31,59,28,31,59,7,0.314507,0.337624,5619.155422,1,1,6,0.189177,13,13
English_Reformation,English_Reformation,,13,23,36,13,23,36,7,0.29111,0.309058,396.737877,1,1,6,0.326211,7,7
Episcopal_polity,Episcopal_polity,,10,24,34,10,24,34,7,0.314581,0.336234,360.772073,1,1,6,0.316923,13,13
Michael_Ramsey,Michael_Ramsey,,3,7,10,3,7,10,7,0.290235,0.305851,73.671099,1,1,6,0.211111,12,12
Ordination_of_women,Ordination_of_women,,3,38,41,3,38,41,7,0.338822,0.365395,446.697016,10,1,6,0.123755,13,13
Thomas_Cranmer,Thomas_Cranmer,,12,22,34,12,22,34,7,0.303148,0.323607,312.932261,1,1,6,0.327899,12,12
Desmond_Tutu,Desmond_Tutu,,10,29,39,10,29,39,7,0.329674,0.354986,1127.606496,12,1,6,0.146218,12,12
Roman_Britain,Roman_Britain,,31,46,77,31,46,77,7,0.32954,0.355322,25270.567188,1,1,6,0.091022,7,7
Solomon_Islands,Solomon_Islands,,34,28,62,34,28,62,7,0.332595,0.356706,4581.118691,8,1,6,0.16836,6,6
William_Wilberforce,William_Wilberforce,,5,27,32,5,27,32,7,0.319515,0.343914,855.07503,1,1,6,0.129032,12,12
Anglo-Saxon_literature,Anglo-Saxon_literature,,3,35,38,3,35,38,7,0.312592,0.334839,2219.215853,1,1,6,0.086336,9,9
C%C3%A6dmon,C%C3%A6dmon,,4,12,16,4,12,16,7,0.292771,0.309732,3273.271437,1,1,6,0.179487,12,12
History_of_Anglo-Saxon_England,History_of_Anglo-Saxon_England,,4,34,38,4,34,38,7,0.315634,0.338905,4135.144685,1,1,6,0.162913,7,7
Jorge_Luis_Borges,Jorge_Luis_Borges,,16,65,81,16,65,81,7,0.348431,0.379441,4038.010161,3,1,6,0.136606,12,12
Literacy,Literacy,,39,24,63,39,24,63,7,0.332377,0.35619,4924.678231,3,1,6,0.079852,2,2
Peterborough_Chronicle,Peterborough_Chronicle,,4,12,16,4,12,16,7,0.301996,0.320293,525.236703,1,1,6,0.203297,9,9
T._S._Eliot,T._S._Eliot,,25,36,61,25,36,61,6,0.335652,0.361811,8221.975392,3,1,6,0.082393,12,12
The_Hobbit,The_Hobbit,,6,26,32,6,26,32,7,0.323802,0.346121,8358.071899,3,1,6,0.162562,9,9
The_Lord_of_the_Rings,The_Lord_of_the_Rings,,17,33,50,17,33,50,7,0.342891,0.367598,7598.963507,1,1,6,0.091916,9,9
Anguilla,Anguilla,,19,14,33,19,14,33,7,0.316175,0.336532,482.917732,8,1,6,0.162298,3,3
Australian_Green_Tree_Frog,Australian_Green_Tree_Frog,,2,22,24,2,22,24,7,0.32954,0.350586,27959.494076,7,1,6,0.175325,14,14
Cambrian,Cambrian,,20,26,46,20,26,46,7,0.31507,0.334849,3672.465316,7,1,6,0.12437,6,6
Cambrian_explosion,Cambrian_explosion,,10,19,29,10,19,29,7,0.3093,0.32782,1716.522315,7,1,6,0.218333,6,6
Organism,Organism,,50,45,95,50,45,95,7,0.32344,0.347799,23022.924007,7,1,6,0.101266,14,14
Precambrian,Precambrian,,23,11,34,23,11,34,7,0.29428,0.309881,1660.582113,9,1,6,0.112903,6,6
Spider,Spider,,22,26,48,22,26,48,7,0.327094,0.34982,13355.657379,7,1,6,0.096723,14,14
Sunlight,Sunlight,,28,19,47,28,19,47,7,0.307774,0.326306,6323.751302,9,1,6,0.083333,6,6
Animal_law,Animal_law,,1,1,2,1,1,2,8,0.234539,0.24283,0,3,1,6,0,2,2
Animal_rights,Animal_rights,,26,26,52,26,26,52,7,0.306378,0.32632,15254.597426,3,1,6,0.04686,2,2
Children%27s_rights_movement,Children%27s_rights_movement,,4,11,15,4,11,15,7,0.303852,0.323952,295.494835,13,1,6,0.204762,2,2
Civil_rights,Civil_rights,,33,19,52,33,19,52,7,0.319087,0.340152,3503.292516,3,1,6,0.082447,2,2
Mind,Mind,,25,15,40,25,15,40,7,0.301413,0.319638,2275.433717,3,1,6,0.138889,13,13
Women%27s_rights,Women%27s_rights,,14,24,38,14,24,38,7,0.331833,0.354504,1296.211933,3,1,6,0.136134,2,2
Motion_%28physics%29,Motion_%28physics%29,,15,9,24,15,9,24,7,0.299365,0.316748,1095.953077,9,1,6,0.220779,14,14
The_Lion_King,The_Lion_King,,7,22,29,7,22,29,7,0.322925,0.345643,8360.165813,7,1,6,0.109231,5,5
Ankylosaurus,Ankylosaurus,,7,26,33,7,26,33,7,0.321567,0.342475,876.88958,7,1,6,0.17734,14,14
Armadillo,Armadillo,,10,14,24,10,14,24,7,0.308289,0.32653,1758.176156,7,1,6,0.146245,14,14
Ornithischia,Ornithischia,,24,15,39,24,15,39,8,0.288582,0.304407,2188.403685,7,1,6,0.248992,14,14
Triceratops,Triceratops,,10,20,30,10,20,30,7,0.302222,0.320573,678.076843,7,1,6,0.25,14,14
Ann_Arbor%2C_Michigan,Ann_Arbor%2C_Michigan,,5,33,38,5,33,38,6,0.330453,0.355077,580.523134,11,1,6,0.102381,6,6
Biotechnology,Biotechnology,,27,27,54,27,27,54,7,0.322822,0.345756,7095.794694,11,1,6,0.063673,14,14
Frank_Lloyd_Wright,Frank_Lloyd_Wright,,9,13,22,9,13,22,7,0.313195,0.332734,1066.417747,11,1,6,0.131579,4,4
Anna_Karenina,Anna_Karenina,,5,18,23,5,18,23,7,0.313607,0.33452,480.771522,3,1,6,0.194737,9,9
James_Joyce,James_Joyce,,31,36,67,31,36,67,7,0.332077,0.357222,9622.066003,3,1,6,0.098911,12,12
Tashkent,Tashkent,,11,32,43,11,32,43,7,0.324658,0.349061,1016.871881,13,1,6,0.206478,6,6
Vivien_Leigh,Vivien_Leigh,,8,32,40,8,32,40,7,0.32946,0.354794,1637.237186,1,1,6,0.121008,12,12
Basel,Basel,,19,21,40,19,21,40,7,0.313729,0.334991,2100.220401,4,1,6,0.130252,6,6
Humanism,Humanism,,26,22,48,26,22,48,7,0.312519,0.334072,5301.725899,3,1,6,0.103594,13,13
Johannesburg,Johannesburg,,34,52,86,34,52,86,6,0.355489,0.383642,8208.637627,12,1,6,0.096446,6,6
Nelson_Mandela,Nelson_Mandela,,34,42,76,34,42,76,7,0.333361,0.360225,6824.226532,12,1,6,0.082768,12,12
Publishing,Publishing,,24,14,38,24,14,38,7,0.303466,0.321453,38622.732262,3,1,6,0.082583,2,2
Sarajevo,Sarajevo,,22,47,69,22,47,69,7,0.335402,0.362988,3261.972486,13,1,6,0.194495,6,6
George_I_of_Great_Britain,George_I_of_Great_Britain,,17,30,47,17,30,47,7,0.322874,0.346938,1413.077249,1,1,6,0.240216,12,12
Jacobite_rising,Jacobite_rising,,3,34,37,3,34,37,7,0.317314,0.340358,202.497252,1,1,6,0.198413,7,7
John_Vanbrugh,John_Vanbrugh,,10,33,43,10,33,43,7,0.321925,0.34605,9376.78117,1,1,6,0.128846,12,12
Order_of_the_Garter,Order_of_the_Garter,,32,30,62,32,30,62,7,0.314923,0.338086,1845.604636,1,1,6,0.173454,7,7
Annibale_Bugnini,Annibale_Bugnini,,0,5,5,0,5,5,7,0.28925,0.304284,0,4,1,45,0.5,12,12
Pope_Pius_XII,Pope_Pius_XII,,13,50,63,13,50,63,7,0.349242,0.377165,6586.829161,13,1,6,0.178463,12,12
Hebrew_calendar,Hebrew_calendar,,5,15,20,5,15,20,7,0.300319,0.318991,543.481605,2,1,6,0.169935,7,7
Republic_of_China,Republic_of_China,,76,58,134,76,58,134,7,0.345875,0.375274,10110.059617,10,1,6,0.157001,3,3
Triumph_of_the_Will,Triumph_of_the_Will,,3,26,29,3,26,29,7,0.32144,0.344294,478.384526,13,1,6,0.190883,5,5
Aphid,Aphid,,9,16,25,9,16,25,7,0.297279,0.313584,972.298468,7,1,6,0.138528,14,14
Arthropod,Arthropod,,45,10,55,45,10,55,8,0.279528,0.29447,4310.479032,7,1,6,0.107246,14,14
Bee,Bee,,25,19,44,25,19,44,8,0.293343,0.310808,7775.366136,7,1,6,0.126877,14,14
Hymenoptera,Hymenoptera,,9,11,20,9,11,20,8,0.271225,0.285495,181.835844,7,1,6,0.319048,14,14
Thorax,Thorax,,10,4,14,10,4,14,8,0.276233,0.290368,248.870655,7,1,6,0.30303,14,14
Wasp,Wasp,,11,12,23,11,12,23,8,0.271461,0.28483,142.059485,7,1,6,0.3125,14,14
