Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering,Subject
European_Goldfinch,European_Goldfinch,,2,13,15,2,13,15,7,0.314459,0.335528,373.038878,1,1,6,0.219048,0
Saturn_V,Saturn_V,,8,29,37,8,29,37,7,0.332077,0.354031,1507.162797,5,1,6,0.160428,0
Apollo_8,Apollo_8,,8,22,30,8,22,30,7,0.319767,0.339583,4624.561108,5,1,6,0.104615,0
Glynn_Lunney,Glynn_Lunney,,2,11,13,2,11,13,7,0.30256,0.320277,48.417075,5,1,6,0.325758,0
Moon_landing,Moon_landing,,4,13,17,4,13,17,7,0.311966,0.330773,567.424268,5,1,6,0.241667,0
Radio_telescope,Radio_telescope,,8,12,20,8,12,20,7,0.31089,0.330722,530.756018,7,1,6,0.183007,0
Cape_Canaveral,Cape_Canaveral,,7,7,14,7,7,14,7,0.305939,0.323773,205.917989,5,1,6,0.19697,0
Domesticated_turkey,Domesticated_turkey,,2,24,26,2,24,26,7,0.33075,0.353232,967.034547,1,1,6,0.148333,0
Santa_Claus,Santa_Claus,,8,45,53,8,45,53,7,0.344406,0.372083,1716.230869,4,1,6,0.194485,0
Celtic_mythology,Celtic_mythology,,9,18,27,9,18,27,7,0.304423,0.322863,2317.786079,3,1,6,0.105072,0
Cultivar,Cultivar,,41,3,44,41,3,44,7,0.281802,0.295669,381.803099,1,1,6,0.080338,0
Halloween,Halloween,,16,42,58,16,42,58,6,0.349694,0.376279,7126.810473,1,1,6,0.111111,0
Johnny_Appleseed,Johnny_Appleseed,,1,11,12,1,11,12,7,0.311319,0.329837,184.839646,5,1,6,0.154545,0
Lung_cancer,Lung_cancer,,23,28,51,23,28,51,7,0.33618,0.359561,4235.56933,1,1,6,0.105051,0
Norse_mythology,Norse_mythology,,27,23,50,27,23,50,7,0.328073,0.351199,10068.376869,3,1,6,0.088406,0
Pollinator,Pollinator,,11,11,22,11,11,22,7,0.284312,0.298498,1279.550769,1,1,6,0.137255,0
Prostate_cancer,Prostate_cancer,,17,22,39,17,22,39,7,0.317986,0.339059,2547.664629,1,1,6,0.063492,0
Applied_mathematics,Applied_mathematics,,9,10,19,9,10,19,7,0.288973,0.305259,1429.705989,6,1,6,0.203297,0
Bioinformatics,Bioinformatics,,10,18,28,10,18,28,7,0.2991,0.316821,3179.588726,1,1,6,0.163158,0
Ordinary_differential_equation,Ordinary_differential_equation,,4,4,8,4,4,8,8,0.273199,0.288004,92.434387,6,1,6,0.375,0
Retinol,Retinol,,4,16,20,4,16,20,7,0.301659,0.319996,282.404549,1,1,6,0.044737,0
Ecology,Ecology,,54,48,102,54,48,102,7,0.326514,0.351512,19493.375666,7,1,6,0.060918,0
Goldfish,Goldfish,,3,27,30,3,27,30,7,0.334378,0.357279,647.774779,1,1,6,0.10468,0
Guangzhou,Guangzhou,,29,38,67,29,38,67,7,0.34292,0.369185,3448.927223,2,1,6,0.164481,0
Nitrification,Nitrification,,5,8,13,5,8,13,7,0.29275,0.308858,68.706094,7,1,6,0.3,0
Otter,Otter,,8,15,23,8,15,23,7,0.30843,0.325825,1694.285955,1,1,6,0.161905,0
Oxyrhynchus,Oxyrhynchus,,2,18,20,2,18,20,7,0.305294,0.324834,763.004148,6,1,6,0.115789,0
Regent%27s_Park,Regent%27s_Park,,7,9,16,7,9,16,7,0.285674,0.301399,1194.939744,3,1,6,0.154545,0
The_Great_Exhibition,The_Great_Exhibition,,4,12,16,4,12,16,7,0.308618,0.327603,260.11,6,1,6,0.104762,0
Tropics,Tropics,,45,18,63,45,18,63,7,0.310461,0.330121,3794.963596,1,1,6,0.071717,0
Whale_shark,Whale_shark,,6,28,34,6,28,34,7,0.313583,0.335075,1906.183443,1,1,6,0.097291,0
Arab_League,Arab_League,,21,45,66,21,45,66,7,0.334433,0.360264,868.314587,2,1,6,0.288084,0
West_Bank,West_Bank,,23,29,52,23,29,52,7,0.331887,0.356346,1419.500234,2,1,6,0.2,0
Gaza_Strip,Gaza_Strip,,14,27,41,14,27,41,7,0.318435,0.341205,3287.316876,2,1,6,0.115966,0
Indonesian_language,Indonesian_language,,16,26,42,16,26,42,7,0.315732,0.338372,1204.424221,2,1,6,0.185633,0
Palestinian_territories,Palestinian_territories,,17,18,35,17,18,35,7,0.314215,0.335028,522.324825,2,1,6,0.291954,0
Land_%28economics%29,Land_%28economics%29,,4,3,7,4,3,7,7,0.280398,0.295663,118.668926,6,1,6,0.095238,0
Aradia%2C_or_the_Gospel_of_the_Witches,Aradia%2C_or_the_Gospel_of_the_Witches,,0,10,10,0,10,10,7,0.302206,0.320341,0,6,1,50,0.188889,0
Aral_Sea,Aral_Sea,,19,16,35,19,16,35,7,0.311822,0.331052,1634.629998,2,1,6,0.109195,0
Volga_River,Volga_River,,13,18,31,13,18,31,7,0.310271,0.329797,1850.379308,4,1,6,0.184615,0
Arcadia_%28play%29,Arcadia_%28play%29,,2,10,12,2,10,12,7,0.303352,0.321266,327.433204,6,1,6,0.072727,0
Royal_National_Theatre,Royal_National_Theatre,,9,9,18,9,9,18,7,0.295697,0.312049,1077.194536,3,1,6,0.052381,0
Archaeoastronomy,Archaeoastronomy,,3,35,38,3,35,38,7,0.328392,0.352901,5989.922574,7,1,6,0.063814,0
Meteor_shower,Meteor_shower,,2,3,5,2,3,5,8,0.268441,0.280755,19.125313,7,1,6,0.25,0
Stonehenge,Stonehenge,,14,27,41,14,27,41,7,0.336543,0.361547,2463.64001,3,1,6,0.093844,0
Oceania,Oceania,,61,49,110,61,49,110,6,0.332241,0.357515,12666.148639,2,1,6,0.109109,0
Paleontology,Paleontology,,29,23,52,29,23,52,7,0.317886,0.337719,5170.018559,1,1,6,0.128986,0
Archaeopteryx,Archaeopteryx,,13,21,34,13,21,34,7,0.31089,0.330434,5849.746634,1,1,6,0.216524,0
Compsognathus,Compsognathus,,3,18,21,3,18,21,7,0.303579,0.322407,77.259095,1,1,6,0.312865,0
Magpie,Magpie,,7,9,16,7,9,16,8,0.278549,0.293141,9266.526908,1,1,6,0.228571,0
Microraptor,Microraptor,,6,13,19,6,13,19,7,0.301906,0.318851,241.148342,1,1,6,0.408088,0
Pterosaur,Pterosaur,,11,23,34,11,23,34,7,0.311846,0.331951,1906.573668,1,1,6,0.25,0
Canterbury_Cathedral,Canterbury_Cathedral,,13,15,28,13,15,28,7,0.294901,0.313636,1940.916511,3,1,6,0.1917,0
Privy_Council_of_the_United_Kingdom,Privy_Council_of_the_United_Kingdom,,29,21,50,29,21,50,7,0.310034,0.330781,970.316212,3,1,6,0.189746,0
Archimedes,Archimedes,,13,22,35,13,22,35,7,0.311702,0.333326,2311.429252,6,1,6,0.143145,0
Pi,Pi,,10,27,37,10,27,37,7,0.322206,0.344732,7137.312571,6,1,6,0.14678,0
Sphere,Sphere,,33,10,43,33,10,43,7,0.290131,0.306251,3583.280717,7,1,6,0.083671,0
Architecture_of_Windows_NT,Architecture_of_Windows_NT,,0,3,3,0,3,3,8,0.238165,0.247356,0,5,1,51,0.833333,0
Windows_2000,Windows_2000,,10,9,19,10,9,19,7,0.285775,0.301694,3010.351249,5,1,6,0.165441,0
Windows_Vista,Windows_Vista,,7,12,19,7,12,19,7,0.28711,0.303171,3997.654277,5,1,6,0.228571,0
Windows_XP,Windows_XP,,18,14,32,18,14,32,7,0.301749,0.320403,8546.925521,5,1,6,0.106838,0
Architecture_of_the_California_missions,Architecture_of_the_California_missions,,0,20,20,0,20,20,7,0.313733,0.33401,0,7,1,52,0.134211,0
Axe,Axe,,12,25,37,12,25,37,7,0.318936,0.340567,1534.378048,6,1,6,0.083193,0
Arctic_Circle,Arctic_Circle,,20,13,33,20,13,33,7,0.318811,0.338333,1208.020287,1,1,6,0.162393,0
Bj%C3%B8rn%C3%B8ya,Bj%C3%B8rn%C3%B8ya,,4,15,19,4,15,19,7,0.309513,0.32861,488.740958,1,1,6,0.141667,0
Jan_Mayen,Jan_Mayen,,6,15,21,6,15,21,7,0.305202,0.324142,232.403912,4,1,6,0.232026,0
Muttaburrasaurus,Muttaburrasaurus,,1,14,15,1,14,15,7,0.296605,0.313089,4981.487711,1,1,6,0.266667,0
Svalbard,Svalbard,,17,25,42,17,25,42,7,0.316348,0.337505,12932.781038,1,1,6,0.071429,0
Troodon,Troodon,,1,15,16,1,15,16,7,0.294152,0.310843,314.250733,1,1,6,0.3125,0
Wolverine,Wolverine,,5,16,21,5,16,21,7,0.319943,0.340237,236.055583,1,1,6,0.215789,0
Duran_Duran,Duran_Duran,,7,33,40,7,33,40,7,0.340873,0.367203,1561.396337,5,1,6,0.162698,0
McFly_%28band%29,McFly_%28band%29,,1,11,12,1,11,12,7,0.3148,0.336113,42.385972,3,1,6,0.327273,0
Romeo_and_Juliet,Romeo_and_Juliet,,9,11,20,9,11,20,7,0.290484,0.306029,1216.691967,3,1,6,0.106618,0
Sheffield,Sheffield,,20,39,59,20,39,59,6,0.344172,0.370909,4154.992869,3,1,6,0.12627,0
Top_of_the_Pops,Top_of_the_Pops,,6,18,24,6,18,24,6,0.317961,0.338916,3027.94039,5,1,6,0.183794,0
Oceanography,Oceanography,,13,23,36,13,23,36,7,0.334158,0.356453,1212.766551,7,1,6,0.181818,0
Walrus,Walrus,,9,15,24,9,15,24,7,0.297127,0.313546,1239.624621,1,1,6,0.120553,0
Arctic_Tern,Arctic_Tern,,5,31,36,5,31,36,7,0.332622,0.355441,6371.424038,1,1,6,0.149194,0
Cod,Cod,,14,13,27,14,13,27,7,0.307331,0.325299,2251.410802,1,1,6,0.155385,0
Common_Tern,Common_Tern,,2,14,16,2,14,16,7,0.308994,0.328257,76.454975,1,1,6,0.296703,0
Herring_Gull,Herring_Gull,,3,12,15,3,12,15,7,0.302447,0.320543,244.374054,1,1,6,0.28022,0
Tern,Tern,,8,13,21,8,13,21,7,0.299144,0.315185,2090.755385,1,1,6,0.216667,0
Coconut,Coconut,,28,35,63,28,35,63,7,0.329593,0.353758,8354.914148,2,1,6,0.058445,0
Faroe_Islands,Faroe_Islands,,36,34,70,36,34,70,7,0.33254,0.357401,12943.700983,3,1,6,0.145355,0
Argan,Argan,,1,9,10,1,9,10,8,0.287661,0.303387,13.624976,1,1,6,0.277778,0
Cactus,Cactus,,10,35,45,10,35,45,7,0.340844,0.366914,2823.079242,1,1,6,0.110188,0
Diego_Maradona,Diego_Maradona,,5,19,24,5,19,24,7,0.312206,0.332329,375.550348,4,1,6,0.155263,0
FIFA_World_Cup,FIFA_World_Cup,,24,41,65,24,41,65,7,0.345227,0.373588,3484.119438,4,1,6,0.224242,0
Hawk,Hawk,,22,11,33,22,11,33,8,0.285152,0.300657,11816.758143,1,1,6,0.165025,0
Jackal,Jackal,,7,13,20,7,13,20,7,0.303625,0.32312,10185.77065,1,1,6,0.178363,0
Lima,Lima,,16,16,32,16,16,32,7,0.306889,0.326351,1041.872031,1,1,6,0.148148,0
Mestizo,Mestizo,,30,59,89,30,59,89,7,0.346703,0.376065,6909.572034,1,1,6,0.179276,0
Orca,Orca,,16,41,57,16,41,57,7,0.330184,0.354875,7723.218819,1,1,6,0.129804,0
Right_whale,Right_whale,,2,32,34,2,32,34,7,0.328952,0.352936,295.000756,1,1,6,0.148674,0
Saxophone,Saxophone,,16,17,33,16,17,33,7,0.318811,0.339379,3565.301149,5,1,6,0.092593,0
Sugarcane,Sugarcane,,26,36,62,26,36,62,7,0.334351,0.35959,5082.176703,1,1,6,0.094613,0
Tennis,Tennis,,79,40,119,79,40,119,7,0.339873,0.366443,69476.249744,4,1,6,0.089035,0
Trout,Trout,,16,12,28,16,12,28,7,0.322591,0.343683,2181.877634,1,1,6,0.134921,0
Tungsten,Tungsten,,32,35,67,32,35,67,7,0.319313,0.342851,9046.054085,7,1,6,0.166558,0
Volleyball,Volleyball,,30,13,43,30,13,43,7,0.319968,0.341774,1273.14154,1,1,6,0.14305,0
Fluorine,Fluorine,,28,35,63,28,35,63,7,0.309655,0.332448,2006.178052,7,1,6,0.244557,0
Xenon,Xenon,,50,29,79,50,29,79,7,0.302019,0.322167,1959.182201,7,1,6,0.201632,0
Argyle_diamond_mine,Argyle_diamond_mine,,2,13,15,2,13,15,7,0.303739,0.321282,4670.686037,7,1,6,0.197802,0
Continental_crust,Continental_crust,,13,5,18,13,5,18,7,0.28104,0.2953,387.425366,7,1,6,0.247619,0
Material_properties_of_diamond,Material_properties_of_diamond,,4,28,32,4,28,32,7,0.323079,0.344819,6521.497519,7,1,6,0.155172,0
Rio_Tinto_Group,Rio_Tinto_Group,,1,20,21,1,20,21,7,0.314727,0.335124,97.418052,7,1,6,0.185714,0
Volcanic_pipe,Volcanic_pipe,,2,10,12,2,10,12,7,0.300675,0.317667,50.446072,7,1,6,0.2,0
Beirut,Beirut,,19,43,62,19,43,62,7,0.340672,0.367582,1864.350357,2,1,6,0.215909,0
Logistics,Logistics,,10,8,18,10,8,18,7,0.287906,0.303315,3766.514714,4,1,6,0.040441,0
Aristarchus_%28crater%29,Aristarchus_%28crater%29,,1,11,12,1,11,12,7,0.290505,0.30665,18.181415,7,1,6,0.181818,0
Elementary_arithmetic,Elementary_arithmetic,,1,6,7,1,6,7,8,0.263606,0.276787,19.298663,6,1,6,0.466667,0
Fundamental_theorem_of_arithmetic,Fundamental_theorem_of_arithmetic,,4,3,7,4,3,7,8,0.254936,0.265096,4.398575,6,1,6,0.5,0
Prime_number,Prime_number,,12,16,28,12,16,28,7,0.316867,0.336857,13690.830322,6,1,6,0.121212,0
Rabbit,Rabbit,,22,11,33,22,11,33,7,0.291466,0.307061,3190.591931,1,1,6,0.089718,0
List_of_monarchs_in_the_British_Isles,List_of_monarchs_in_the_British_Isles,,4,64,68,4,64,68,7,0.321414,0.348562,2016.677317,3,1,6,0.136131,0
Behistun_Inscription,Behistun_Inscription,,4,17,21,4,17,21,7,0.319842,0.341079,235.798667,6,1,6,0.138095,0
Bhutan,Bhutan,,45,49,94,45,49,94,7,0.339247,0.366192,10296.741461,2,1,6,0.119487,0
Deluge_%28mythology%29,Deluge_%28mythology%29,,11,30,41,11,30,41,7,0.311606,0.333687,7552.685309,6,1,6,0.098516,0
Interpol,Interpol,,13,191,204,13,191,204,6,0.371756,0.413797,9202.322623,2,1,6,0.134595,0
Nagorno-Karabakh_War,Nagorno-Karabakh_War,,2,34,36,2,34,36,7,0.328392,0.352644,106.782426,4,1,6,0.280749,0
Saint-Pierre_and_Miquelon,Saint-Pierre_and_Miquelon,,20,16,36,20,16,36,7,0.312688,0.333591,489.983599,2,1,6,0.366387,0
Saint_Lucia,Saint_Lucia,,42,21,63,42,21,63,7,0.322745,0.345174,3800.293377,1,1,6,0.215064,0
Vladimir_Lenin,Vladimir_Lenin,,50,37,87,50,37,87,6,0.340072,0.366247,8703.392444,4,1,6,0.113978,0
Woodrow_Wilson,Woodrow_Wilson,,43,45,88,43,45,88,7,0.329835,0.356213,8999.439803,5,1,6,0.101261,0
Armia_Krajowa,Armia_Krajowa,,7,14,21,7,14,21,7,0.301682,0.321085,1884.355787,4,1,6,0.3875,0
Witold_Pilecki,Witold_Pilecki,,3,17,20,3,17,20,7,0.301794,0.321334,74.30924,4,1,6,0.438596,0
Weight_training,Weight_training,,3,12,15,3,12,15,7,0.297979,0.315319,256.566689,1,1,6,0.070513,0
Arp2_3_complex,Arp2_3_complex,,0,7,7,0,7,7,8,0.27458,0.288932,0,1,1,53,0.214286,0
Ars_moriendi,Ars_moriendi,,1,13,14,1,13,14,7,0.304035,0.323427,23.867368,3,1,6,0.301282,0
Arsenal_F.C.,Arsenal_F.C.,,11,21,32,11,21,32,7,0.326751,0.348473,4176.999275,3,1,6,0.18661,0
Chelsea_F.C.,Chelsea_F.C.,,10,22,32,10,22,32,7,0.321746,0.34341,4822.413924,3,1,6,0.229231,0
Douglas_Adams,Douglas_Adams,,15,29,44,15,29,44,7,0.324814,0.34605,5242.292176,3,1,6,0.05,0
Liverpool_F.C.,Liverpool_F.C.,,12,10,22,12,10,22,7,0.302312,0.321342,485.214786,3,1,6,0.205882,0
Manchester_United_F.C.,Manchester_United_F.C.,,20,21,41,20,21,41,6,0.323854,0.346279,17499.122076,3,1,6,0.169892,0
The_Hitchhiker%27s_Guide_to_the_Galaxy,The_Hitchhiker%27s_Guide_to_the_Galaxy,,7,26,33,7,26,33,7,0.340186,0.36391,1893.080072,3,1,6,0.13871,0
Tottenham_Hotspur_F.C.,Tottenham_Hotspur_F.C.,,8,13,21,8,13,21,7,0.306657,0.325757,309.555024,3,1,6,0.258333,0
Buddhist_art,Buddhist_art,,5,41,46,5,41,46,7,0.316719,0.340689,658.165922,2,1,6,0.189746,0
Canberra,Canberra,,21,37,58,21,37,58,6,0.335791,0.361663,13888.651983,3,1,6,0.140271,0
Barnacle,Barnacle,,6,13,19,6,13,19,7,0.299498,0.31661,538.619741,1,1,6,0.137255,0
Coconut_crab,Coconut_crab,,3,33,36,3,33,36,7,0.321083,0.343886,1046.810304,1,1,6,0.083333,0
Arthur_Ernest_Percival,Arthur_Ernest_Percival,,1,32,33,1,32,33,7,0.339189,0.364717,30.768052,3,1,54,0.202652,0
Battle_of_the_Somme_%281916%29,Battle_of_the_Somme_%281916%29,,9,17,26,9,17,26,7,0.319767,0.340397,483.860068,4,1,6,0.233766,0
Order_of_the_Bath,Order_of_the_Bath,,15,31,46,15,31,46,7,0.327173,0.350991,1613.354878,3,1,6,0.150987,0
Tank,Tank,,28,22,50,28,22,50,7,0.326619,0.349287,6426.616909,4,1,6,0.10511,0
Arthur_Sullivan,Arthur_Sullivan,,6,24,30,6,24,30,7,0.307191,0.327167,10091.176821,4,1,6,0.085979,0
Bassoon,Bassoon,,7,14,21,7,14,21,8,0.278109,0.292881,311.89806,4,1,6,0.180147,0
Clarinet,Clarinet,,19,14,33,19,14,33,7,0.301637,0.321079,2095.758855,4,1,6,0.115385,0
Rudyard_Kipling,Rudyard_Kipling,,22,45,67,22,45,67,7,0.344201,0.371412,13862.457287,3,1,6,0.088418,0
Second_Boer_War,Second_Boer_War,,35,28,63,35,28,63,7,0.326988,0.351176,10814.372823,2,1,6,0.116836,0
The_Absent-Minded_Beggar,The_Absent-Minded_Beggar,,1,3,4,1,3,4,8,0.266465,0.278965,7.025596,4,1,6,0.333333,0
The_Merchant_of_Venice,The_Merchant_of_Venice,,3,20,23,3,20,23,7,0.305985,0.324954,486.374127,3,1,6,0.116667,0
Tower_of_London,Tower_of_London,,36,45,81,36,45,81,7,0.339816,0.366159,21141.585052,3,1,6,0.092072,0
Walter_Scott,Walter_Scott,,18,17,35,18,17,35,7,0.31588,0.337223,2300.969485,3,1,6,0.113978,0
Arthur_Upfield,Arthur_Upfield,,0,9,9,0,9,9,7,0.303882,0.321517,0,3,1,55,0.25,0
Arthur_Wellesley%2C_1st_Duke_of_Wellington,Arthur_Wellesley%2C_1st_Duke_of_Wellington,,24,43,67,24,43,67,7,0.331074,0.356546,3754.949089,3,1,6,0.12332,0
Battle_of_Jutland,Battle_of_Jutland,,7,11,18,7,11,18,7,0.295956,0.313332,260.562665,3,1,6,0.15,0
Isle_of_Wight,Isle_of_Wight,,23,36,59,23,36,59,7,0.329085,0.353068,17658.950594,3,1,6,0.104533,0
Liverpool_and_Manchester_Railway,Liverpool_and_Manchester_Railway,,8,10,18,8,10,18,7,0.303352,0.321956,1377.350814,3,1,6,0.185897,0
Robert_Peel,Robert_Peel,,18,30,48,18,30,48,7,0.316323,0.339513,1213.799733,3,1,6,0.245495,0
St_Paul%27s_Cathedral,St_Paul%27s_Cathedral,,20,28,48,20,28,48,7,0.322694,0.345832,6349.825307,3,1,6,0.104268,0
Trafalgar_Square,Trafalgar_Square,,15,37,52,15,37,52,6,0.338907,0.36457,9255.301449,3,1,6,0.124031,0
Arts_and_crafts,Arts_and_crafts,,2,12,14,2,12,14,7,0.286461,0.301942,382.725177,6,1,6,0.093407,0
Woodworking,Woodworking,,5,10,15,5,10,15,7,0.298857,0.316762,267.216522,6,1,6,0.133333,0
Netherlands_Antilles,Netherlands_Antilles,,23,41,64,23,41,64,7,0.337636,0.364523,1748.063187,1,1,6,0.221178,0
Arugula,Arugula,,4,8,12,4,8,12,7,0.29218,0.307295,85.039615,1,1,6,0.118182,0
Basil,Basil,,16,17,33,16,17,33,7,0.308242,0.328452,885.669754,1,1,6,0.24086,0
Lettuce,Lettuce,,4,20,24,4,20,24,7,0.33391,0.35686,4409.792721,1,1,6,0.110672,0
Mustard_plant,Mustard_plant,,7,14,21,7,14,21,7,0.325466,0.346783,5499.126264,1,1,6,0.114035,0
Ascariasis,Ascariasis,,1,18,19,1,18,19,7,0.31836,0.339575,389.627903,1,1,6,0.107843,0
Epazote,Epazote,,11,45,56,11,45,56,7,0.322309,0.346387,764.894672,1,1,6,0.203014,0
Riyadh,Riyadh,,7,7,14,7,7,14,7,0.288049,0.303911,170.970522,2,1,6,0.25,0
Trichinosis,Trichinosis,,6,3,9,6,3,9,7,0.292581,0.308344,340.141128,1,1,6,0.089286,0
Colombo,Colombo,,10,17,27,10,17,27,7,0.314776,0.334937,490.105861,2,1,6,0.15,0
Epic_of_Gilgamesh,Epic_of_Gilgamesh,,10,9,19,10,9,19,8,0.275333,0.290257,407.852303,6,1,6,0.21978,0
Hanoi,Hanoi,,12,17,29,12,17,29,7,0.304675,0.323529,519.419827,2,1,6,0.165,0
Japanese_yen,Japanese_yen,,13,27,40,13,27,40,7,0.334075,0.357945,2646.678632,2,1,6,0.152381,0
Macau,Macau,,32,45,77,32,45,77,7,0.335152,0.363054,4607.514921,2,1,6,0.137762,0
Muscat%2C_Oman,Muscat%2C_Oman,,5,29,34,5,29,34,7,0.322591,0.34658,422.535497,2,1,6,0.203629,0
Pyongyang,Pyongyang,,7,14,21,7,14,21,7,0.299896,0.318271,81.357038,2,1,6,0.251634,0
Rabindranath_Tagore,Rabindranath_Tagore,,12,65,77,12,65,77,7,0.35819,0.388109,6748.052042,2,1,6,0.097384,0
Seoul,Seoul,,30,60,90,30,60,90,7,0.351727,0.381412,4574.741142,2,1,6,0.155965,0
Sikhism,Sikhism,,29,25,54,29,25,54,7,0.331399,0.354512,5349.872852,2,1,6,0.165125,0
Taipei,Taipei,,20,65,85,20,65,85,7,0.339133,0.366893,6138.550699,2,1,6,0.080711,0
Toy,Toy,,12,37,49,12,37,49,7,0.339133,0.363865,12031.826424,6,1,6,0.081207,0
Asp_%28reptile%29,Asp_%28reptile%29,,1,8,9,1,8,9,8,0.289044,0.305042,17.736009,6,1,56,0.319444,0
Asparagus,Asparagus,,5,17,22,5,17,22,7,0.326883,0.348555,545.636807,1,1,6,0.161905,0
Autism,Autism,,10,23,33,10,23,33,7,0.329728,0.353049,1975.98169,6,1,6,0.10322,0
Sleep,Sleep,,9,11,20,9,11,20,7,0.311678,0.329862,966.287334,1,1,6,0.215686,0
Tourette_syndrome,Tourette_syndrome,,3,15,18,3,15,18,7,0.291361,0.308268,9623.115198,1,1,6,0.069853,0
Astatine,Astatine,,7,15,22,7,15,22,7,0.288932,0.306072,206.616528,7,1,6,0.415441,0
Isaac_Asimov,Isaac_Asimov,,16,35,51,16,35,51,7,0.335846,0.360194,10713.055147,6,1,6,0.058742,0
Polonium,Polonium,,15,25,40,15,25,40,7,0.302379,0.322154,1105.234722,7,1,6,0.23908,0
Comet_Shoemaker-Levy_9,Comet_Shoemaker-Levy_9,,8,27,35,8,27,35,7,0.310034,0.330619,2266.699158,7,1,6,0.15977,0
Carl_Sagan,Carl_Sagan,,13,46,59,13,46,59,6,0.341102,0.367579,10309.923487,7,1,6,0.099057,0
Francis_Bacon,Francis_Bacon,,16,21,37,16,21,37,7,0.322232,0.34383,1986.659488,6,1,6,0.102273,0
Big_Bang,Big_Bang,,31,46,77,31,46,77,7,0.320171,0.344282,22094.133923,7,1,6,0.13247,0
Cosmic_inflation,Cosmic_inflation,,11,19,30,11,19,30,7,0.289014,0.305946,872.167173,7,1,6,0.214286,0
Crab_Nebula,Crab_Nebula,,2,19,21,2,19,21,7,0.29628,0.314331,60.942377,7,1,6,0.302381,0
Fermi_paradox,Fermi_paradox,,3,32,35,3,32,35,7,0.320297,0.342229,450.768,7,1,6,0.114583,0
Hubble%27s_law,Hubble%27s_law,,7,14,21,7,14,21,7,0.284232,0.30063,82.108239,7,1,6,0.480952,0
Metric_expansion_of_space,Metric_expansion_of_space,,7,19,26,7,19,26,7,0.30456,0.322102,581.446691,7,1,6,0.276316,0
Open_cluster,Open_cluster,,8,18,26,8,18,26,7,0.298923,0.31666,564.842032,7,1,6,0.313853,0
Planetary_nebula,Planetary_nebula,,8,27,35,8,27,35,7,0.299741,0.318697,5107.405736,7,1,6,0.260215,0
Red_giant,Red_giant,,11,9,20,11,9,20,7,0.291928,0.308232,1505.382362,7,1,6,0.3125,0
Uranus,Uranus,,17,34,51,17,34,51,7,0.326462,0.34887,3494.273028,7,1,6,0.186411,0
Astrophysics_Data_System,Astrophysics_Data_System,,0,36,36,0,36,36,7,0.344872,0.370958,0,5,1,57,0.147619,0
Boolean_logic,Boolean_logic,,4,8,12,4,8,12,7,0.289633,0.305178,4834.023757,6,1,6,0.133333,0
Fedora_Core,Fedora_Core,,5,8,13,5,8,13,7,0.274997,0.288588,516.053842,5,1,6,0.136364,0
Pleiades_%28star_cluster%29,Pleiades_%28star_cluster%29,,6,33,39,6,33,39,7,0.329513,0.352914,6138.771465,7,1,6,0.109524,0
TeX,TeX,,7,20,27,7,20,27,7,0.312086,0.332948,4390.186666,5,1,6,0.108696,0
Asunci%C3%B3n,Asunci%C3%B3n,,6,12,18,6,12,18,7,0.305041,0.323749,41.162374,1,1,6,0.371429,0
Eagle,Eagle,,34,35,69,34,35,69,7,0.334544,0.359479,17719.562968,1,1,6,0.084347,0
Athanasius_Kircher,Athanasius_Kircher,,3,51,54,3,51,54,7,0.341591,0.368947,1380.350929,6,1,6,0.070755,0
Cat,Cat,,31,37,68,31,37,68,7,0.317562,0.340317,7293.72911,1,1,6,0.062748,0
Goose,Goose,,18,14,32,18,14,32,7,0.30157,0.319869,4473.983581,1,1,6,0.130769,0
Love,Love,,19,20,39,19,20,39,7,0.309963,0.329005,5869.701367,6,1,6,0.055556,0
Creationism,Creationism,,14,53,67,14,53,67,7,0.352951,0.380688,4865.242668,6,1,6,0.116999,0
Margaret_Sanger,Margaret_Sanger,,2,12,14,2,12,14,7,0.316299,0.336213,60.698357,5,1,6,0.159341,0
Attalus_I,Attalus_I,,2,12,14,2,12,14,7,0.301929,0.320793,129.676478,4,1,6,0.227273,0
Owl,Owl,,24,32,56,24,32,56,7,0.319741,0.341947,25623.357061,1,1,6,0.088435,0
Bogot%C3%A1,Bogot%C3%A1,,14,14,28,14,14,28,7,0.295869,0.314134,345.491036,1,1,6,0.193841,0
Skiing,Skiing,,22,23,45,22,23,45,7,0.329486,0.353577,2965.3489,4,1,6,0.165244,0
Calgary,Calgary,,13,26,39,13,26,39,7,0.327041,0.350671,1827.477636,5,1,6,0.187302,0
Gone_with_the_Wind_%28film%29,Gone_with_the_Wind_%28film%29,,10,27,37,10,27,37,7,0.330939,0.355409,2968.344834,4,1,6,0.138146,0
National_Hockey_League,National_Hockey_League,,32,28,60,32,28,60,7,0.324476,0.347152,2825.507509,5,1,6,0.199359,0
Newcastle_upon_Tyne,Newcastle_upon_Tyne,,19,60,79,19,60,79,6,0.355334,0.38522,11273.776982,3,1,6,0.134585,0
Trinidad_and_Tobago,Trinidad_and_Tobago,,35,50,85,35,50,85,7,0.350935,0.379011,9359.864426,1,1,6,0.144953,0
Atlantic_Coast_Line_Railroad,Atlantic_Coast_Line_Railroad,,3,7,10,3,7,10,7,0.308477,0.326269,188.118025,5,1,6,0.311111,0
